組み合わせ,共起回数
"仕舞う, 御座る, 為る",78
"仕舞う, 御座る, 為る, 為る",35
"仕舞う, 居る, 行く",38
"仕舞う, 居る, 為る, 行く",52
"仕舞う, 成る, 行く",49
"仕舞う, 成る, 為る, 行く",37
"仕舞う, 為る, 行く",105
"仕舞う, 為る, 為る, 行く",53
"仕舞う, 来る, 無い",32
"仕舞う, 来る, 為る, 無い",30
"仕舞う, 思う, 来る",33
"仕舞う, 思う, 来る, 為る",32
"仕舞う, 来る, 言う",40
"仕舞う, 来る, 為る, 言う",56
"仕舞う, 居る, 来る",63
"仕舞う, 居る, 来る, 為る",79
"仕舞う, 成る, 来る",70
"仕舞う, 成る, 来る, 為る",62
"仕舞う, 来る, 為る",139
"仕舞う, 来る, 為る, 為る",65
"事, 仕舞う, 良い",37
"仕舞う, 良い, 見る",43
"仕舞う, 為る, 良い, 見る",47
"仕舞う, 思う, 有る, 良い",31
"仕舞う, 有る, 為る, 良い",46
"仕舞う, 無い, 良い",60
"仕舞う, 為る, 無い, 良い",64
"仕舞う, 居る, 良い, 言う",40
"仕舞う, 居る, 為る, 良い, 言う",49
"仕舞う, 為る, 良い, 言う",60
"仕舞う, 居る, 思う, 良い",41
"仕舞う, 居る, 思う, 為る, 良い",34
"仕舞う, 思う, 為る, 良い",68
"仕舞う, 居る, 良い",81
"仕舞う, 居る, 為る, 良い",81
"仕舞う, 居る, 成る, 良い",33
"仕舞う, 居る, 成る, 為る, 良い",34
"仕舞う, 成る, 為る, 良い",77
"仕舞う, 為る, 良い",184
"仕舞う, 為る, 為る, 良い",71
"事, 仕舞う, 居る, 見る",31
"事, 仕舞う, 居る, 為る, 見る",40
"事, 仕舞う, 為る, 見る",40
"事, 仕舞う, 有る, 無い, 言う",30
"事, 仕舞う, 有る, 為る, 無い, 言う",34
"事, 仕舞う, 有る, 為る, 言う",41
"事, 仕舞う, 有る, 為る, 為る, 言う",32
"事, 仕舞う, 居る, 思う, 有る",31
"事, 仕舞う, 居る, 思う, 有る, 為る",63
"事, 仕舞う, 思う, 有る, 為る",56
"事, 仕舞う, 思う, 有る, 為る, 為る",41
"事, 仕舞う, 有る, 無い",42
"事, 仕舞う, 有る, 為る, 無い",51
"事, 仕舞う, 居る, 有る",50
"事, 仕舞う, 居る, 有る, 為る",100
"事, 仕舞う, 有る, 為る",104
"事, 仕舞う, 有る, 為る, 為る",74
"事, 仕舞う, 思う, 言う",30
"事, 仕舞う, 思う, 為る, 言う",35
"事, 仕舞う, 思う, 成る",32
"事, 仕舞う, 思う, 成る, 為る",44
"事, 仕舞う, 思う, 無い",39
"事, 仕舞う, 思う, 為る, 無い",55
"事, 仕舞う, 居る, 思う",52
"事, 仕舞う, 居る, 思う, 為る",97
"事, 仕舞う, 思う, 為る",123
"事, 仕舞う, 思う, 為る, 為る",85
"事, 仕舞う, 成る, 無い",34
"事, 仕舞う, 成る, 為る, 無い",65
"事, 仕舞う, 居る, 無い",38
"事, 仕舞う, 居る, 為る, 無い",75
"事, 仕舞う, 無い, 言う",43
"事, 仕舞う, 為る, 無い, 言う",78
"事, 仕舞う, 為る, 無い",149
"事, 仕舞う, 為る, 為る, 無い",132
"事, 仕舞う, 居る, 成る",48
"事, 仕舞う, 居る, 成る, 為る",46
"事, 仕舞う, 成る, 言う, 言う",32
"事, 仕舞う, 成る, 為る, 言う, 言う",31
"事, 仕舞う, 成る, 為る, 言う",70
"事, 仕舞う, 成る, 為る, 為る, 言う",112
"事, 仕舞う, 成る, 為る",112
"事, 仕舞う, 成る, 為る, 為る",95
"事, 仕舞う, 居る, 言う, 言う",31
"事, 仕舞う, 居る, 為る, 言う, 言う",47
"事, 仕舞う, 為る, 言う, 言う",40
"事, 仕舞う, 為る, 為る, 言う, 言う",65
"事, 仕舞う, 居る, 言う",64
"事, 仕舞う, 居る, 為る, 言う",112
"事, 仕舞う, 為る, 言う",133
"事, 仕舞う, 為る, 為る, 言う",159
"事, 仕舞う, 居る, 居る",40
"事, 仕舞う, 居る, 居る, 為る",93
"事, 仕舞う, 居る, 為る",228
"事, 仕舞う, 居る, 為る, 為る",195
"事, 仕舞う, 為る",301
"事, 仕舞う, 為る, 為る",220
"仕舞う, 居る, 有る, 有る, 言う",32
"仕舞う, 居る, 有る, 有る, 為る, 言う",41
"仕舞う, 有る, 有る, 為る, 言う",40
"仕舞う, 居る, 有る, 有る",45
"仕舞う, 居る, 有る, 有る, 為る",66
"仕舞う, 有る, 有る, 為る",73
"仕舞う, 有る, 有る, 為る, 為る",47
"仕舞う, 居る, 成る, 有る",34
"仕舞う, 成る, 有る, 言う",37
"仕舞う, 成る, 有る, 為る, 言う",37
"仕舞う, 成る, 有る, 為る",77
"仕舞う, 成る, 有る, 為る, 為る",39
"仕舞う, 思う, 有る, 無い",31
"仕舞う, 思う, 有る, 為る, 無い",34
"仕舞う, 思う, 有る, 言う",36
"仕舞う, 思う, 有る, 為る, 言う",32
"仕舞う, 居る, 居る, 思う, 有る",36
"仕舞う, 居る, 居る, 思う, 有る, 為る",70
"仕舞う, 居る, 思う, 有る, 為る",110
"仕舞う, 居る, 思う, 有る, 為る, 為る",85
"仕舞う, 思う, 有る, 為る",99
"仕舞う, 思う, 有る, 為る, 為る",60
"仕舞う, 居る, 有る, 無い, 言う",35
"仕舞う, 居る, 有る, 為る, 無い, 言う",47
"仕舞う, 居る, 有る, 為る, 無い",40
"仕舞う, 居る, 有る, 為る, 為る, 無い",33
"仕舞う, 有る, 無い, 言う",47
"仕舞う, 有る, 為る, 無い, 言う",53
"仕舞う, 有る, 為る, 無い",100
"仕舞う, 有る, 為る, 為る, 無い",50
"仕舞う, 居る, 有る, 言う",65
"仕舞う, 居る, 有る, 為る, 言う",89
"仕舞う, 有る, 為る, 言う",117
"仕舞う, 有る, 為る, 為る, 言う",63
"仕舞う, 居る, 居る, 有る",51
"仕舞う, 居る, 居る, 有る, 為る",77
"仕舞う, 居る, 有る, 為る",179
"仕舞う, 居る, 有る, 為る, 為る",146
"仕舞う, 有る, 為る",281
"仕舞う, 有る, 為る, 為る",173
"仕舞う, 居る, 見る, 見る",32
"仕舞う, 為る, 見る, 見る",34
"仕舞う, 居る, 思う, 見る",37
"仕舞う, 居る, 思う, 為る, 見る",33
"仕舞う, 思う, 為る, 見る",59
"仕舞う, 思う, 為る, 為る, 見る",39
"仕舞う, 有る, 為る, 見る, 言う",41
"仕舞う, 居る, 有る, 為る, 見る, 言う",50
"仕舞う, 居る, 有る, 見る, 言う",49
"仕舞う, 居る, 有る, 見る",45
"仕舞う, 居る, 有る, 為る, 見る",43
"仕舞う, 有る, 為る, 見る",56
"仕舞う, 成る, 無い, 見る",30
"仕舞う, 居る, 成る, 無い, 見る",33
"仕舞う, 居る, 無い, 見る",46
"仕舞う, 居る, 居る, 無い, 見る",35
"仕舞う, 為る, 無い, 見る",53
"仕舞う, 居る, 成る, 見る, 言う",33
"仕舞う, 居る, 成る, 為る, 見る, 言う",49
"仕舞う, 成る, 為る, 見る, 言う",35
"仕舞う, 居る, 見る, 言う",56
"仕舞う, 居る, 為る, 見る, 言う",78
"仕舞う, 為る, 見る, 言う",63
"仕舞う, 居る, 成る, 見る",66
"仕舞う, 居る, 成る, 為る, 見る",68
"仕舞う, 成る, 為る, 見る",98
"仕舞う, 成る, 為る, 為る, 見る",51
"仕舞う, 居る, 居る, 見る",43
"仕舞う, 居る, 居る, 為る, 見る",44
"仕舞う, 居る, 為る, 見る",126
"仕舞う, 居る, 為る, 為る, 見る",59
"仕舞う, 為る, 見る",221
"仕舞う, 為る, 為る, 見る",106
"仕舞う, 思う, 無い, 無い, 言う",33
"仕舞う, 思う, 為る, 無い, 無い",37
"仕舞う, 無い, 無い, 言う",41
"仕舞う, 為る, 無い, 無い, 言う",45
"仕舞う, 為る, 無い, 無い",82
"仕舞う, 為る, 為る, 無い, 無い",50
"仕舞う, 成る, 無い, 言う",31
"仕舞う, 成る, 為る, 無い, 言う",47
"仕舞う, 思う, 成る, 無い",31
"仕舞う, 思う, 成る, 為る, 無い",48
"仕舞う, 居る, 成る, 無い",48
"仕舞う, 成る, 為る, 無い",134
"仕舞う, 成る, 為る, 為る, 無い",95
"仕舞う, 居る, 思う, 無い, 言う",32
"仕舞う, 思う, 為る, 無い, 言う",66
"仕舞う, 思う, 為る, 為る, 無い, 言う",40
"仕舞う, 居る, 思う, 無い",64
"仕舞う, 居る, 思う, 為る, 無い",85
"仕舞う, 思う, 為る, 無い",161
"仕舞う, 思う, 為る, 為る, 無い",97
"仕舞う, 居る, 居る, 無い",47
"仕舞う, 居る, 居る, 為る, 無い",54
"仕舞う, 居る, 無い, 言う",58
"仕舞う, 居る, 為る, 無い, 言う",80
"仕舞う, 居る, 為る, 無い",146
"仕舞う, 居る, 為る, 為る, 無い",101
"仕舞う, 無い, 言う, 言う",47
"仕舞う, 為る, 無い, 言う, 言う",53
"仕舞う, 為る, 無い, 言う",158
"仕舞う, 為る, 為る, 無い, 言う",122
"仕舞う, 為る, 無い",339
"仕舞う, 為る, 為る, 無い",199
"仕舞う, 居る, 思う, 思う",37
"仕舞う, 居る, 思う, 思う, 為る",55
"仕舞う, 思う, 思う, 為る",65
"仕舞う, 思う, 思う, 為る, 為る",42
"仕舞う, 思う, 成る, 言う",30
"仕舞う, 思う, 成る, 為る, 言う",40
"仕舞う, 居る, 思う, 言う",50
"仕舞う, 居る, 思う, 為る, 言う",56
"仕舞う, 思う, 為る, 言う",112
"仕舞う, 思う, 為る, 為る, 言う",65
"仕舞う, 居る, 思う, 成る",40
"仕舞う, 居る, 思う, 成る, 為る",35
"仕舞う, 思う, 成る, 為る",122
"仕舞う, 思う, 成る, 為る, 為る",66
"仕舞う, 居る, 居る, 思う",65
"仕舞う, 居る, 居る, 思う, 為る",120
"仕舞う, 居る, 思う, 為る",264
"仕舞う, 居る, 思う, 為る, 為る",197
"仕舞う, 思う, 為る",374
"仕舞う, 思う, 為る, 為る",237
"仕舞う, 居る, 成る, 言う, 言う",33
"仕舞う, 居る, 成る, 為る, 言う, 言う",53
"仕舞う, 成る, 為る, 言う, 言う",44
"仕舞う, 成る, 為る, 為る, 言う, 言う",39
"仕舞う, 居る, 言う, 言う",55
"仕舞う, 居る, 為る, 言う, 言う",86
"仕舞う, 為る, 言う, 言う",82
"仕舞う, 為る, 為る, 言う, 言う",53
"仕舞う, 居る, 居る, 成る, 言う",34
"仕舞う, 居る, 居る, 成る, 為る, 言う",59
"仕舞う, 居る, 成る, 為る, 言う",83
"仕舞う, 居る, 成る, 為る, 為る, 言う",43
"仕舞う, 成る, 為る, 言う",141
"仕舞う, 成る, 為る, 為る, 言う",104
"仕舞う, 居る, 居る, 言う",59
"仕舞う, 居る, 居る, 為る, 言う",112
"仕舞う, 居る, 為る, 言う",215
"仕舞う, 居る, 為る, 為る, 言う",142
"仕舞う, 為る, 言う",333
"仕舞う, 為る, 為る, 言う",207
"仕舞う, 居る, 居る, 成る",54
"仕舞う, 居る, 居る, 成る, 為る",60
"仕舞う, 居る, 居る, 為る",211
"仕舞う, 居る, 居る, 為る, 為る",163
"仕舞う, 居る, 成る, 成る",35
"仕舞う, 居る, 成る, 成る, 為る",36
"仕舞う, 居る, 成る, 為る",171
"仕舞う, 居る, 成る, 為る, 為る",55
"仕舞う, 居る, 為る",582
"仕舞う, 居る, 為る, 為る",386
"仕舞う, 成る, 成る",81
"仕舞う, 成る, 成る, 為る",81
"仕舞う, 成る, 為る",424
"仕舞う, 成る, 為る, 為る",197
"仕舞う, 為る",1219
"仕舞う, 為る, 為る",597
"御座る, 御座る",64
"御座る, 御座る, 為る",31
"御座る, 来る",98
"御座る, 来る, 為る",62
"御座る, 行く",103
"御座る, 為る, 行く",59
"御座る, 無い, 遣る",31
"御座る, 為る, 遣る",59
"御座る, 為る, 為る, 遣る",39
"事, 御座る, 思う",32
"事, 御座る, 有る",34
"事, 居る, 御座る",34
"事, 居る, 御座る, 為る",54
"事, 御座る, 見る",37
"事, 御座る, 言う",43
"事, 御座る, 無い",59
"事, 御座る, 為る, 無い",58
"事, 御座る, 為る",93
"事, 御座る, 為る, 為る",57
"御座る, 成る, 言う",34
"御座る, 見る, 言う",36
"御座る, 言う, 言う",36
"居る, 御座る, 言う, 言う",31
"御座る, 良い, 言う",36
"居る, 御座る, 思う, 言う",30
"居る, 御座る, 思う, 為る, 言う",31
"御座る, 思う, 為る, 言う",33
"御座る, 有る, 言う",47
"御座る, 有る, 為る, 言う",32
"御座る, 無い, 言う",47
"御座る, 為る, 無い, 言う",42
"居る, 居る, 御座る, 言う",31
"居る, 居る, 御座る, 為る, 言う",38
"居る, 御座る, 為る, 言う",57
"御座る, 為る, 言う",109
"御座る, 為る, 為る, 言う",35
"御座る, 有る, 良い",34
"御座る, 有る, 無い",36
"御座る, 有る, 見る",45
"御座る, 思う, 有る",46
"居る, 御座る, 有る",58
"居る, 御座る, 有る, 為る",71
"御座る, 有る, 為る",119
"御座る, 有る, 為る, 為る",37
"御座る, 成る, 無い",36
"御座る, 思う, 無い",42
"御座る, 思う, 為る, 無い",44
"御座る, 無い, 見る",42
"御座る, 為る, 無い, 見る",35
"居る, 御座る, 無い",45
"居る, 御座る, 為る, 無い",59
"御座る, 無い, 良い",50
"御座る, 為る, 無い, 良い",47
"御座る, 為る, 無い",149
"御座る, 為る, 為る, 無い",72
"居る, 御座る, 見る",33
"御座る, 成る, 見る",40
"御座る, 良い, 見る",45
"御座る, 思う, 見る",53
"御座る, 思う, 為る, 見る",34
"御座る, 為る, 見る",113
"御座る, 為る, 為る, 見る",35
"御座る, 思う, 成る",52
"御座る, 思う, 成る, 為る",59
"居る, 御座る, 思う, 良い",39
"居る, 御座る, 思う, 為る, 良い",48
"居る, 御座る, 思う, 為る",76
"居る, 御座る, 思う, 為る, 為る",46
"御座る, 思う, 良い",89
"御座る, 思う, 為る, 良い",71
"御座る, 思う, 為る",171
"御座る, 思う, 為る, 為る",78
"居る, 御座る, 成る",57
"居る, 御座る, 成る, 為る",50
"御座る, 成る, 良い",61
"御座る, 成る, 為る, 良い",47
"御座る, 成る, 為る",140
"御座る, 成る, 為る, 為る",53
"御座る, 良い, 良い",34
"御座る, 為る, 良い, 良い",30
"居る, 御座る, 良い",87
"居る, 御座る, 為る, 良い",95
"御座る, 為る, 良い",173
"御座る, 為る, 為る, 良い",68
"居る, 居る, 御座る",50
"居る, 居る, 御座る, 為る",81
"居る, 御座る, 為る",265
"居る, 御座る, 為る, 為る",151
"御座る, 為る",737
"御座る, 為る, 為る",230
"事, 来る, 無い, 遣る",33
"事, 来る, 為る, 無い, 遣る",41
"事, 来る, 為る, 遣る",44
"来る, 無い, 良い, 遣る",35
"来る, 為る, 無い, 良い, 遣る",55
"来る, 為る, 良い, 遣る",52
"来る, 為る, 為る, 良い, 遣る",32
"来る, 言う, 遣る",45
"来る, 為る, 言う, 遣る",38
"居る, 来る, 遣る",47
"居る, 来る, 為る, 遣る",54
"来る, 無い, 遣る",48
"来る, 為る, 無い, 遣る",59
"成る, 来る, 遣る",56
"成る, 来る, 為る, 遣る",38
"来る, 為る, 遣る",142
"来る, 為る, 為る, 遣る",97
"行く, 遣る, 遣る",30
"思う, 遣る, 遣る",32
"言う, 遣る, 遣る",32
"良い, 遣る, 遣る",34
"有る, 遣る, 遣る",37
"事, 無い, 遣る, 遣る",32
"事, 為る, 無い, 遣る, 遣る",55
"事, 為る, 遣る, 遣る",50
"事, 為る, 為る, 遣る, 遣る",50
"居る, 無い, 無い, 遣る, 遣る",45
"居る, 為る, 無い, 無い, 遣る, 遣る",96
"居る, 為る, 無い, 遣る, 遣る",110
"居る, 為る, 為る, 無い, 遣る, 遣る",70
"居る, 為る, 遣る, 遣る",68
"居る, 為る, 為る, 遣る, 遣る",43
"無い, 遣る, 遣る",58
"為る, 無い, 遣る, 遣る",62
"為る, 遣る, 遣る",100
"為る, 為る, 遣る, 遣る",69
"行く, 行く, 遣る",30
"為る, 行く, 行く, 遣る",30
"良い, 行く, 遣る",33
"為る, 良い, 行く, 遣る",44
"思う, 行く, 遣る",37
"有る, 行く, 言う, 遣る",34
"為る, 行く, 言う, 遣る",38
"事, 行く, 遣る",44
"事, 為る, 行く, 遣る",44
"有る, 無い, 行く, 遣る",30
"有る, 為る, 行く, 遣る",36
"成る, 行く, 遣る",60
"成る, 為る, 行く, 遣る",49
"居る, 行く, 遣る",61
"居る, 為る, 行く, 遣る",73
"無い, 行く, 遣る",80
"為る, 無い, 行く, 遣る",79
"為る, 行く, 遣る",137
"為る, 為る, 行く, 遣る",75
"見る, 言う, 遣る",30
"為る, 見る, 言う, 遣る",36
"思う, 見る, 遣る",30
"思う, 為る, 見る, 遣る",35
"有る, 見る, 遣る",41
"有る, 為る, 見る, 遣る",34
"事, 見る, 遣る",43
"事, 為る, 見る, 遣る",38
"無い, 見る, 遣る",44
"為る, 無い, 見る, 遣る",39
"良い, 見る, 遣る",45
"成る, 見る, 遣る",46
"成る, 為る, 見る, 遣る",37
"居る, 見る, 遣る",54
"居る, 為る, 見る, 遣る",49
"為る, 見る, 遣る",126
"為る, 為る, 見る, 遣る",49
"居る, 思う, 成る, 遣る",36
"居る, 思う, 成る, 為る, 遣る",47
"思う, 成る, 為る, 遣る",64
"思う, 成る, 為る, 為る, 遣る",47
"居る, 居る, 思う, 良い, 遣る",31
"居る, 思う, 為る, 良い, 遣る",38
"思う, 為る, 良い, 遣る",43
"事, 思う, 無い, 言う, 遣る",36
"事, 思う, 為る, 無い, 言う, 遣る",83
"事, 思う, 為る, 言う, 遣る",56
"事, 思う, 為る, 為る, 言う, 遣る",38
"事, 思う, 有る, 無い, 遣る",53
"事, 思う, 有る, 為る, 無い, 遣る",111
"事, 思う, 有る, 為る, 遣る",73
"事, 思う, 有る, 為る, 為る, 遣る",49
"事, 居る, 思う, 無い, 遣る",64
"事, 居る, 思う, 為る, 無い, 遣る",177
"事, 居る, 思う, 無い, 無い, 遣る",48
"事, 居る, 思う, 為る, 無い, 無い, 遣る",48
"事, 居る, 思う, 為る, 遣る",101
"事, 居る, 思う, 為る, 為る, 遣る",87
"事, 思う, 無い, 無い, 遣る",32
"事, 思う, 為る, 無い, 無い, 遣る",84
"事, 思う, 為る, 無い, 遣る",128
"事, 思う, 為る, 為る, 無い, 遣る",100
"事, 思う, 為る, 遣る",100
"事, 思う, 為る, 為る, 遣る",69
"居る, 居る, 居る, 思う, 有る, 無い, 言う, 遣る",36
"居る, 居る, 居る, 思う, 有る, 為る, 無い, 言う, 遣る",72
"居る, 居る, 思う, 有る, 為る, 無い, 言う, 遣る",126
"居る, 居る, 思う, 有る, 為る, 為る, 無い, 言う, 遣る",72
"居る, 思う, 有る, 為る, 無い, 言う, 遣る",125
"居る, 思う, 有る, 為る, 為る, 無い, 言う, 遣る",85
"思う, 有る, 為る, 無い, 言う, 遣る",57
"思う, 有る, 為る, 為る, 無い, 言う, 遣る",40
"思う, 有る, 為る, 言う, 遣る",43
"居る, 思う, 有る, 為る, 言う, 遣る",57
"居る, 思う, 有る, 言う, 遣る",43
"居る, 居る, 居る, 思う, 有る, 無い, 遣る",37
"居る, 居る, 居る, 思う, 有る, 為る, 無い, 遣る",73
"居る, 居る, 思う, 有る, 為る, 無い, 遣る",130
"居る, 居る, 思う, 有る, 為る, 為る, 無い, 遣る",72
"居る, 思う, 有る, 為る, 無い, 遣る",131
"居る, 思う, 有る, 為る, 為る, 無い, 遣る",86
"思う, 有る, 為る, 無い, 遣る",74
"思う, 有る, 為る, 為る, 無い, 遣る",47
"居る, 居る, 思う, 有る, 遣る",36
"居る, 居る, 思う, 有る, 為る, 遣る",48
"居る, 思う, 有る, 為る, 遣る",75
"居る, 思う, 有る, 為る, 為る, 遣る",50
"思う, 有る, 為る, 遣る",75
"思う, 有る, 為る, 為る, 遣る",44
"思う, 為る, 無い, 無い, 言う, 遣る",40
"居る, 思う, 為る, 無い, 無い, 言う, 遣る",112
"居る, 思う, 無い, 無い, 言う, 遣る",75
"居る, 居る, 思う, 無い, 無い, 言う, 遣る",60
"思う, 為る, 為る, 無い, 言う, 遣る",39
"居る, 思う, 為る, 為る, 無い, 言う, 遣る",84
"居る, 思う, 為る, 無い, 言う, 遣る",127
"居る, 居る, 思う, 為る, 無い, 言う, 遣る",126
"居る, 思う, 無い, 言う, 遣る",84
"居る, 居る, 思う, 無い, 言う, 遣る",64
"居る, 居る, 思う, 言う, 遣る",32
"居る, 居る, 思う, 為る, 言う, 遣る",42
"居る, 思う, 為る, 言う, 遣る",67
"居る, 思う, 為る, 為る, 言う, 遣る",43
"思う, 為る, 言う, 遣る",77
"思う, 為る, 為る, 言う, 遣る",40
"思う, 為る, 為る, 無い, 無い, 遣る",42
"居る, 思う, 為る, 為る, 無い, 無い, 遣る",83
"居る, 思う, 為る, 無い, 無い, 遣る",116
"居る, 居る, 思う, 為る, 無い, 無い, 遣る",126
"居る, 思う, 無い, 無い, 遣る",68
"居る, 居る, 思う, 無い, 無い, 遣る",70
"居る, 居る, 居る, 思う, 無い, 遣る",63
"居る, 居る, 居る, 思う, 為る, 無い, 遣る",83
"居る, 居る, 思う, 為る, 無い, 遣る",154
"居る, 居る, 思う, 為る, 為る, 無い, 遣る",90
"居る, 思う, 為る, 無い, 遣る",167
"居る, 思う, 為る, 為る, 無い, 遣る",124
"思う, 為る, 無い, 遣る",118
"思う, 為る, 為る, 無い, 遣る",80
"居る, 居る, 居る, 思う, 遣る",32
"居る, 居る, 居る, 思う, 為る, 遣る",37
"居る, 居る, 思う, 為る, 遣る",81
"居る, 居る, 思う, 為る, 為る, 遣る",44
"居る, 思う, 為る, 遣る",145
"居る, 思う, 為る, 為る, 遣る",109
"思う, 為る, 遣る",208
"思う, 為る, 為る, 遣る",133
"有る, 有る, 遣る",39
"成る, 有る, 遣る",51
"成る, 有る, 為る, 遣る",54
"有る, 無い, 良い, 遣る",40
"有る, 為る, 良い, 遣る",57
"有る, 為る, 為る, 良い, 遣る",81
"事, 居る, 有る, 無い, 言う, 遣る",56
"事, 居る, 有る, 為る, 無い, 言う, 遣る",162
"事, 居る, 有る, 無い, 無い, 言う, 遣る",48
"事, 居る, 有る, 為る, 無い, 無い, 言う, 遣る",48
"事, 居る, 有る, 為る, 言う, 遣る",81
"事, 居る, 有る, 為る, 為る, 言う, 遣る",73
"事, 有る, 無い, 無い, 言う, 遣る",38
"事, 有る, 為る, 無い, 無い, 言う, 遣る",76
"事, 有る, 為る, 無い, 言う, 遣る",100
"事, 有る, 為る, 為る, 無い, 言う, 遣る",91
"事, 有る, 為る, 言う, 遣る",69
"事, 有る, 為る, 為る, 言う, 遣る",49
"有る, 為る, 為る, 無い, 無い, 言う, 遣る",31
"居る, 有る, 為る, 為る, 無い, 無い, 言う, 遣る",73
"居る, 有る, 為る, 無い, 無い, 言う, 遣る",110
"居る, 居る, 有る, 為る, 無い, 無い, 言う, 遣る",126
"居る, 有る, 無い, 無い, 言う, 遣る",49
"居る, 居る, 有る, 無い, 無い, 言う, 遣る",60
"居る, 居る, 居る, 有る, 無い, 言う, 遣る",36
"居る, 居る, 居る, 有る, 為る, 無い, 言う, 遣る",72
"居る, 居る, 有る, 為る, 無い, 言う, 遣る",130
"居る, 居る, 有る, 為る, 為る, 無い, 言う, 遣る",72
"居る, 有る, 為る, 無い, 言う, 遣る",142
"居る, 有る, 為る, 為る, 無い, 言う, 遣る",91
"有る, 為る, 無い, 言う, 遣る",82
"有る, 為る, 為る, 無い, 言う, 遣る",54
"居る, 居る, 有る, 言う, 遣る",33
"居る, 居る, 有る, 為る, 言う, 遣る",60
"居る, 有る, 為る, 言う, 遣る",97
"居る, 有る, 為る, 為る, 言う, 遣る",62
"有る, 為る, 言う, 遣る",87
"有る, 為る, 為る, 言う, 遣る",47
"居る, 居る, 有る, 為る, 為る, 遣る",38
"居る, 居る, 有る, 為る, 為る, 無い, 遣る",72
"居る, 居る, 有る, 為る, 無い, 遣る",132
"居る, 居る, 有る, 為る, 無い, 無い, 遣る",126
"居る, 居る, 有る, 無い, 遣る",67
"居る, 居る, 有る, 無い, 無い, 遣る",60
"事, 居る, 有る, 無い, 無い, 遣る",50
"事, 居る, 有る, 為る, 無い, 無い, 遣る",144
"事, 居る, 有る, 為る, 無い, 遣る",163
"事, 居る, 有る, 為る, 為る, 無い, 遣る",157
"事, 居る, 有る, 為る, 遣る",91
"事, 居る, 有る, 為る, 為る, 遣る",74
"居る, 有る, 無い, 無い, 遣る",51
"居る, 有る, 為る, 無い, 無い, 遣る",110
"居る, 有る, 為る, 無い, 遣る",145
"居る, 有る, 為る, 為る, 無い, 遣る",92
"居る, 有る, 為る, 遣る",123
"居る, 有る, 為る, 為る, 遣る",73
"事, 事, 有る, 無い, 遣る",49
"事, 事, 有る, 為る, 無い, 遣る",125
"事, 有る, 為る, 無い, 遣る",131
"事, 有る, 為る, 為る, 無い, 遣る",109
"有る, 為る, 無い, 遣る",110
"有る, 為る, 為る, 無い, 遣る",68
"事, 有る, 遣る",116
"事, 有る, 為る, 遣る",134
"有る, 為る, 遣る",200
"有る, 為る, 為る, 遣る",146
"良い, 良い, 遣る",37
"為る, 良い, 良い, 遣る",34
"事, 無い, 良い, 遣る",32
"事, 為る, 無い, 良い, 遣る",40
"事, 為る, 良い, 遣る",51
"事, 為る, 為る, 良い, 遣る",75
"成る, 良い, 遣る",57
"成る, 為る, 良い, 遣る",63
"無い, 良い, 言う, 遣る",30
"為る, 良い, 言う, 遣る",51
"居る, 居る, 為る, 良い, 遣る",33
"居る, 居る, 為る, 無い, 良い, 遣る",36
"居る, 居る, 無い, 良い, 遣る",36
"居る, 無い, 良い, 遣る",44
"居る, 為る, 無い, 良い, 遣る",73
"居る, 為る, 良い, 遣る",77
"居る, 為る, 為る, 良い, 遣る",52
"無い, 良い, 遣る",88
"為る, 無い, 良い, 遣る",101
"為る, 良い, 遣る",205
"為る, 為る, 良い, 遣る",165
"成る, 成る, 遣る",33
"成る, 成る, 為る, 遣る",32
"事, 成る, 無い, 遣る",31
"成る, 為る, 無い, 遣る",35
"居る, 成る, 為る, 無い, 遣る",45
"居る, 成る, 無い, 遣る",40
"居る, 居る, 成る, 無い, 遣る",31
"事, 居る, 成る, 遣る",42
"事, 居る, 成る, 為る, 遣る",50
"事, 成る, 為る, 遣る",61
"事, 成る, 為る, 為る, 遣る",77
"居る, 成る, 言う, 遣る",36
"居る, 成る, 為る, 言う, 遣る",51
"成る, 為る, 言う, 遣る",64
"居る, 居る, 成る, 遣る",41
"居る, 居る, 成る, 為る, 遣る",48
"居る, 成る, 為る, 遣る",141
"居る, 成る, 為る, 為る, 遣る",96
"成る, 為る, 遣る",216
"成る, 為る, 為る, 遣る",165
"事, 事, 無い, 無い, 言う, 遣る",39
"事, 事, 為る, 無い, 無い, 言う, 遣る",114
"事, 事, 為る, 無い, 言う, 遣る",120
"事, 事, 為る, 為る, 無い, 言う, 遣る",112
"事, 事, 為る, 言う, 遣る",58
"事, 事, 為る, 為る, 言う, 遣る",45
"事, 事, 居る, 無い, 無い, 遣る",74
"事, 事, 居る, 為る, 無い, 無い, 遣る",220
"事, 事, 居る, 為る, 無い, 遣る",240
"事, 事, 居る, 為る, 為る, 無い, 遣る",251
"事, 事, 居る, 為る, 遣る",114
"事, 事, 居る, 為る, 為る, 遣る",114
"事, 事, 無い, 無い, 遣る",43
"事, 事, 為る, 無い, 無い, 遣る",120
"事, 事, 為る, 無い, 遣る",143
"事, 事, 為る, 為る, 無い, 遣る",135
"事, 事, 為る, 遣る",93
"事, 事, 為る, 為る, 遣る",75
"事, 言う, 言う, 遣る",36
"事, 為る, 言う, 言う, 遣る",40
"事, 居る, 無い, 言う, 遣る",61
"事, 居る, 為る, 無い, 言う, 遣る",163
